1	Mami antes yo te quería, pero ya no El tiempo pasó y el amor cambió, por eso yo Tengo una baby nueva, baby nueva (Baby nueva, Baby nueva) No me pelea y no me cela (No)  Me enamoré de la glock Siempre se queda conmigo Nunca me deja solo  Me enamoré del a glock Antes yo tenía una Ahora tengo dos  Me enamoré de mi puta, la que nuca me suelta Si alguien se cruza la línea, te deja tirado en la brea No se la presto a nadie, ella tampoco de deja Siempre anda conmigo, se pone bien sata y se pone bien suelta  Y par de peines de respuesta, si hay que tirarte se presta Ella siempre está dispuesta, le acabo de comprar una chipeta Como si le hiciera en las tetas, ahora si que está culeca Esperado a que alguien resbale, dejarte tirado piquiando en la cera  Estoy enchulado de mi cuero (sí), le digo así porque quiero (sí) Ella es chiquita pero suena por el campo entero Con mi negra yo cuento no quiero, te metes con ella, te sueno Y si un día nos vemos, ella te tira primero  Ella te suena primero, ella detona primero Ella te manda para el hospital toda llena de agujeros Aunque termine en una celda, tu vas para la tumba recuerda Tu vas a morirte mi herma, aquí la vida no es eterna  Tanto amor me deja en shock Mucho gusto, les presento Mi novia se llama Glock  
1	Ella tiene el culo como J.Lo Ella es mala como Harley Perez Ella me agarra el ojo Me la llam la atención You are the type that i'll marry Mama montate en la moto Quiero que me tenga' en tu memoria Paparazzi va a sacarnos fotos Los chismes van a decir que tu eres mi novia No, pero no puede ser, la acabo de ver agarrar una mujer No, no lo puedo creer, pensar que soñe que te iba a tener  Ella me dice Papi, este totito es Armani Mami yo te la esparracho, solo dame una noche Chiquilla solo quitame el dolor, los pecadores no creen en amor Es que solo vaya party, yo puedo ser tu John Garet  Shory tiene el cuerpo como Nicky Ella es mala jeva, es notoria Mami yo te lo pongo en lo' picky Con este bicho yo siempre voa' estar en tu memoria Bebe azul es mi camisa, botellas de syrup y Martini Tu quiere este bicho y te quiero a ti y a tu mujer La mai ta' hablando, mai dime que vamo' hacer Yo quiero que tu me sientas por dentro Vas a venirte con tu mujer, tu te mojas Presidentes muertos sobre tu cuerpo Yo se que con ella tu te sientes sola 
0	Desde al día que al mundo llegamos Y nos ciega el brillo del sol Hay mucho más para ver, de lo que se puede ver Más para ser de lo que da el vigor  Son muchos más los tesoros De los que se podrán descubrir Más bajo la luz del sol, jamás habrá distinción Grandes y chicos, han de convivir  En el ciclo sin fin, que nos mueve a todos Y aunque estemos solos, debemos buscar Hasta encontrar, nuestro gran legado En el ciclo, el ciclo sin fin  Hasta el ciclo (el ciclo) El ciclo, sin fin. Sin fin 
0	Tú fuiste nuestro hogar El más bello y qué lugar De nosotros dos  Tú fuiste el domicilio Testigo de un idilio Que un día termino  Hoy cambiara de dueño Y todos nuestros sueños Se quedan encerrados En cada habitación  De todo lo vivido Jamás habrá un olvido Será un dulce recuerdo De parte de los dos  947 Fiske St. Adiós Gracias por el ayer Ya nunca volveré Me duele esto decir  947 Fiske me voy Ya no pude esperar Sé que no volverá Ya se olvido de mí  Adiós casita Linda Sencilla, humilde, hermosa Gracias por tantas cosas Que nunca olvidaremos  Me duele abandonarte Pero así es la vida Adiós casita mía Ya nunca volveremos 
0	Quizás yo vuelva con mi ex Y no te vuelva a ver Quizás no te importa Quizás te va a doler  Esto es un ratito, uh-oh Mami, no te acostumbres Que el amor es muy bonito Pero siempre hay algo que lo interrumpe  Pa' mí que yo nací pa' estar solo No hay una loca pa' este loco El tiempo se va y queda poco Baby, vamo' a hacerlo otra ve' Chingar otra ve'  Porque mañana quizá no vo' a estar La luz se puso roja, hay que parar O si quieres, nos bajamos y podemos perrear Baby, esto no fue normal  Con cualquiera no me acuesto A cualquiera no le meto Ni le cuento mis secretos Me pongo feliz cuando llegan tus texto' Porque  Con cualquiera no me acuesto A cualquiera no le meto Ni le cuento mis secretos Me pongo feliz cuando llegan tus texto' O cuando en cuatro te lo meto  Ey, y te mojas toa Contigo me voy a toa Ey, espero que la hayas pasado bien Y en verdad tú eres bien, pero Mi vida es complicada, tú no va' a entender Un poco inestable como puede' ver Mami, fue rico conocerte Pero no sé si vuelva a verte   
0	Pa' que me sirve la vida, pa' que me sirve la vida Pa' que me sirve la vida, cuando la traigo amargada Yo la cambio por tequila, yo la cambio por tequila Pos' pa' mi no, vale nada  Me van a secar el mar, me van a secar el mar Me van a secar el mar, pa' llenarlo con mi llanto Al cabo yo se llorar, al cabo yo se llorar Pero nomás, que me aguanto  No quiero que tu te pienses, no quiero que tu te pienses No quiero que te figures que soy mal agradecido Pos ya merito me rajo, pos ya merito me rajo Pos me dejo mal herido  Me voy por otro camino, me voy por otro camino Me voy por otro sendero, solito por la vereda Si quiere que otro la quiera, si quiere que otro la quiera Pídele a Dios que me muera 
0	Quizás por qué  no soy un buen poeta puedo pedirte que te quedes quieta hasta que ya  termine estas palabras.  Quizás por qué no soy un buen artista puedo decir  mi pintura está lista y darte orgulloso este mamarracho.  Quizás por qué no soy de la nobleza puedo nombrarte mi reina y princesa y darte coronas de papel  de cigarrillos.  Quizás por qué  soy un mal negociante no pido nada a cambio de darte lo poco que tengo mi vida y mis sueños.  Quizás por qué  no soy un buen soldado  dejo que ataques  de frente y costado  cuando discutimos  de nuestros proyectos.   Quizás por qué no soy nada de ésto  es que hoy estás  aquí en mi lecho. 
0	Siempre me pasa igual cuando me levanto esperando a que no esté por ahí y me miro al espejo y ahí estoy yo  me encontré con un hombre me puse a hablar le vendí mi pedazo de tierra lunar  y llovía del cielo sobre arboles y mares y yo vi a las plantas crecer como animales  veintiocho días navegue por la orilla de un río todas las horas del día sin descansar cruce el desierto, la selva, el bosque de montaña pero el cansado río me dijo, basta ya  y llovía del cielo sobre arboles y mares y yo vi a las plantas crecer como animales  ¿porqué siempre llueve cuando me levanto? 
0	Te llevaste un pedazo de mi corazón Con cada beso, cada recuerdo Qué bien fue tu actuación Y me gradué de olvidarte Así e' fácil (Yeah) No queda nada de esa mujer que conocí  Y aunque parezca imposible, ya me olvidaste (Yeah-yeah-yeah) Y mis besos no te fueron suficientes (No fue suficiente) Es impresionante (Yeah), como cambiaste (Como cambiaste) Las promesas las cumpliste un año tarde  Y ahora eres andariega Buscando amor por dondequiera Quién te viera ¿Qué hiciste con esa nena buena?  Ahora solo piensa en llamar y buscar placeres Solo tener aventura' en diverso' lugares Sin que na' le digan, ya no quiere amores Encerrada en su mundo donde no hay colores Y ahora me echa la culpa (Wah) No hay pregunta sin respuesta (No hay) Y no hace falta negarlo Si la culpa siempre es del malo (Malo)  Por lo que más quieras (Oh-oh) No te vuelvas una niña cualquiera, no De esas hay miles afuera Porfa vuelve a ser, mai', la que eras, no Sé un poquito consciente, no dañe' mi mente Ni aunque ella no te quiera con tu juego, detente No juegues el papel de niña indiferente Dime qué ganas con engañar a la gente  Yeah-yeah-yeah-yeah-yeah-yah Ah Papi Arca Austin, baby Sí, Maluma Ey Maluma, ba-ba-baby Flow Factory Muah Flow Factory 
0	Ya pasó, se terminó Y se empiezan a borrar las cicatrices Si alguna vez mis días fueron grises Hoy de aquello ya no queda ni la sombra Porque entre sus besos se borró tu historia  Porque sé que, si me pierdo, ella me encuentra Porque más que una pregunta, ella es respuesta Porque se ha encargado de llenar de letras  Y de sueños mi maleta  Me sonrieron mil estrellas y dos mil soles cantaron La primera vez que la vieron mis ojos Algo tan sencillo y tan poderoso Si existe la magia, pues yo la conozco  Me sonrieron mil estrellas y la luna me hizo fiesta Cuando supo que también yo le gustaba Desde ese momento, juro que no estabas Tú ibas de salida y ella haciendo entrada  Porque sé que, si me pierdo, ella me encuentra Porque más que una pregunta, es mil respuestas Porque se ha encargado de llenar de letras y de sueños mi maleta 
0	Llego sin hacer mucho ruido y noto que nadie está Solo vine a cumplir tus deseos Ya que tu mami no está Subo las escaleras con pasos flotantes Pa' que nadie pueda escuchar Y veo una nota pillada en la puerta diciendo entra  Que te esperaré en mi cama Y yo te abrazaré hasta mañana Uh uh-uh Aprovecha el momento, haciéndolo lento Tu madre llega mañana  Entonces, antes de que llegue Voy hacerte gritar y caminar por las paredes Puede ser que los vecinos llamen Y que toquen la puerta, no me importa que nos reclamen Ambos sabemos lo que queremos Dos locos decididos a amar, no nos detendremos Tengo una caja llena de sorpresas Invítame a tu habitación para que la destapemos  Yo sé que tú quisiera que me quede Y yo también quisiera, pero no se puede Debajo de ti parece que llueve Terminas más que mojada, eso siempre te sucede Nos estamos jugando la misión Pasamos de tu habitación al balcón Pasamos del balcón a tu cocina Y terminamos haciendo locuras en la marquesina  
0	Las cosas pasaron muy deprisa Los recuerdos tan despacio Son tan breves tus sonrisas Tanto tiempo el que he esperado Para mí jamás te fuiste Porque el mundo se quedó parado Aunque ha sido un poco raro  Ahora viéndote de nuevo Me doy cuenta que te eché de menos Ahora sé que no soy dueño de mis sentimientos Que no importan los problemas Porque al decirme que te quedas  Se me olvidó Que me juré olvidarte para siempre Se me olvidó Que prometí por una vez ser fuerte  Y es que ya no me acordaba, corazón Que me gusta tu mirada, tanto, amor Que sigue habiendo algo fuerte entre nosotros dos Y ahora que te tengo enfrente Nada es diferente  Me hace tan feliz que vuelvas Nunca quise que te fueras De qué vale tanto orgullo Tanta estúpida pelea Y perder en un segundo Lo que has buscado una vida entera  Se me olvidó Que no he dejado nunca de quererte Se me olvidó Que en el amor no vale ser valiente  Se me olvidó. 
0	Inocente  Tu mirada de princesa  Tan bonita, tan perfecta  Tan astuta, tan intensa  El balance necesario  Pa' mandarme tras las cuerdas   Inocente  Pues me siento tan pequeño  Encontrando algún pretexto  A no verme tan intenso  Y clavarle la mirada a esos ojos tan perfectos  De repente se me escapa una sonrisa de esas que se mandan solas  Y te ponen a pensar  Inocente me pregunto que será de mí  De repente me doy cuenta que no se fingir  Y que ya te diste cuenta que me tienes en tus manos  Que lo daría todo por ti   Inocente se me escapa una sonrisa más  Porque sólo estoy pensando en poderte besar  Imagino tantas cosas  Pienso en que sabrán tus padres  Mientras tú platicas sin parar  Yo sinceramente no sé de lo que hablas  Me he perdido en tu mirada  Sé que estoy muy mal parado  Porque ya me siento tuyo  Y tú y yo no somos nada  
0	Si abrazas a tu almohada Si pierdes la nocion Si sientes su mirada apuntando al corazon Si nada es normal Y vez como al reves Y todo gira, gira, gira Empieza la partida.  Si guardas en tus sueños un sitio para el Si esperas por la noche como empieza a amanecer Si tu imaginacion ya no te deja respirar Y prende fuego, fuego, fuego Entonces no hay remedio.  Ay ay ay ay, es el amor quien llega Ay ay ay ay, despierta que se va El es el unico, magico, frivolo Si es el amor apuesta todo al ganador.  Ay ay ay ay, permite que te atrape Ay ay ay ay, puede ser un ladron El es el unico, picaro, sinico Si se presenta una batalla, sale siempre vencedor.  Si miras las estrellas Buscando un no sé que Si sientes que tus ojos se humedecen sin querer Si notas que el calor  Te viene a golpes de tencion  Y pega fuerte, fuerte, fuerte, Entonces mucha suerte. 
0	Yo vivía tan distinta Algo hermoso, algo divino Llena de felicidad Yo sabia de alegrías, la belleza de la vida Pero no de soledad, pero no de soledad De eso y muchas cosas más Yo jamás sufrí, yo jamás lloré yo era muy feliz Yo vivía muy bien  Hasta que te conocí Vi la vida con dolor No te miento fui feliz Aunque con mi poco amor  Y muy tarde comprendí Que no debería amar Porque ahora pienso en ti Mas que ayer, mucho mas 
0	Yo, flecha flor, polen, flecha abeja, oso, pez Flecha, agua, sube, nube, llueve, arbol, flecha, oxigeno, flecha, pulmon Nopiltze, hija mia  ¿acaso dios nunca muere? a que dios te refieras todo de eso depende. hay dioses que pensaron que el mundo era infinito, y no hay un equilibrio entre los reinos hijo mio Yo, flecha...  Gira y da vueltas y rueda girando gira y da vueltas y rueda, y rueda  Quiero hacerla un cuadrado, deformarla en un triangulo pero la vida siempre vuelve a su forma circular  La unica que puede darnos vueltas es dios hay tan pocas flores ya, peces, agua que pense que la vuelta no daría hoy tu hijo me respira. si el equilibrio es dios, y el equilibrio murio, ¿que paso con dios? Gira y da vueltas... 
1	Ya tengo lista el arma Un tiro en la cabeza Te mato o me mato Me mueve la violencia  Hoy estoy de luto Ha muerto mi amor Se fue con mi inocencia Está en putrefacción  Quisiera serte eterna Quisiera magia negra Quisiera envenenarme Quisiera indiferencia  Malagradecido Me cargaste toda Pobre vanidoso Me das asta vergüenza  Que inconsciencia tuya Dejarme hasta desnuda Me siento chiquitita Me quedo tan sólita  Pa que viajamos tanto Tanto para que Para terminar Estampada en la pared  Malagradecido 
0	Ya intenté guardar la calma en este terremoto Ya traté de echar raíces en el suelo roto Al final se necesita un poco más que amor Hace tiempo somos el equipo perdedor  Dime cómo puedo dar si me quedé vacío Si se trata de elegir me quedo aquí conmigo No me importa si seguir sin ti me sale mal Si me corta el doble filo de la libertad  No nos quedan más Que un millón de abismos Bandera blanca, bandera blanca No sé cómo amar Con miedo y espejismos Bandera blanca, bandera blanca  ¿Cómo nos acostumbramos a morir de frío? No es venganza ni castigo Entiende, por favor La realidad es que al final  Bandera blanca, lo siento, me rendí Bandera blanca, lo siento, me rendí Bandera blanca 
0	Jajajajajajajaja ¿Y quién les dijo que esto se había acabao'? ¡Feliz Navidad, chorro 'e cabrones! Jajajaja - Jojojojo, ¡Austin! - Hola Santa, tanto tiempo - ¿Dónde estabas? - Trabajando haciendo mi labor - Ya casi acaba la Navidad - ¿Y? - Me sorprende que aún - ¿Qué pasó? - No has educado a esos niños traviesos - Es que ya nadie se atreve a portarse mal - ¿Estás seguro - Ajá - Que quieres hacer de éste el ultimo capitulo? - Yo creo que sí  Ya no tengo más nada que pedir (No) en esta Navidad Si ya yo lo tengo todo (Yes), se ve con claridad Los diamantes brillan de PR hasta tu ciudad Yo', I'm rich, mi cuenta llena a capacidad (Woo!) No tengo necesidad (Ey) de guerrear con nadie El nene de las babies, la voz de la calle (Y eso) Tú no tienes mi flow, no te sale ni aunque lo ensayes Y no salen conmigo, pana, aunque la musa me falle Ahora soy dueño del callejón, date cuenta, cabrón Me baje de un avión a tirarme fotos en Japón Mucho has volado, papichón, baja el otro en un chichón En el medio melón siempre ando con todo mi escuadrón Austin, La Marash, es igual al éxito (Ajá) Te sigo subiendo, eso los tienes estrécico' Este año gracias a Dios reventamo' el choliseo El 2015 se repite la historia, dame el trofeo  Que vayan y que vengan, que no se detengan (Si están pega'os) Vamo' a tirarle al nene (O si están apaga'os) Vamo' a tirarle al nene (Pa' qué) Pa' que te pegue (¿Pa' qué?) Pa' que te pegue  Yo estoy bendecido Estoy todo el año haciendo ruido (Yes) Yes, I'm de best, con nadie me río (No) El que está mal ubicado sin pensarlo lo corrijo Yo nunca me apago, mis parties son fijos Mis hijos nacieron riquitillos, ¿tú no ves mi brillo? Tu combi completa no cuenta más que mis calzoncillos No sean tercos Ustedes ya hacen rato que están muertos (Disueltos) Nunca han vuelto a ver un aeropuerto Oh, my Gosh, Santa Claus, lo tengo molesto (¿Por qué?) Porque estoy en vaca y pa’ nadie estaba puesto (No) Porque arregle con pales (¿Sí?) ¿y te soy honesto? (Sí) Pa' mi edad yo soy pequeño y pa'l negocio gitanesco Yo no peleo con chaca, puesto pa’ más placa Ponme claro, tipo, ¿cuál es esa liga que tú mata'? Que tú no brillas más de ahí aunque hagan una fogata Si brillaste no te vi a 30 mil con las azafatas First class, creen que suelo ser arrogante Me odian de lejos, no pueden tumbarme el plante Mientras muchos no me quieren, mi cuenta crece y crece Y pueden mamarme el bicho, ¿qué les parece? (Woo!)  Oh, shit A la mierda Vea pue', les estamo' rompiendo el culo! El artista más controversial (Me) También puedo ser comercial (Alright) Los temas se pegan mundial, nadie más lo hace igual Gracias a Cristo Por este flow por eso que existo (Amén) Si me da con retirarme hoy, me retiro invicto Ya se han visto, los concierto he explotao' al tope Si tienes los chavo, imagínate el pote No se enfoquen en zumbarme, para meterme de mala (No) Si los más seguro to'a su' casa' cabe en mi sala 29 años de edad, 10 de trayectoria (Ajá) 5 navidades de esas matando la escoria (Sí) Sé que odian que no me deje y yo nunca voy a dejarme Hoy cierro esta tradición y nadie pudo tumbarme Prra, prra, prra (Woo!)  Y el tema salió hoy Porque a nosotros nos salió de los cojones que saliera hoy Luian Nosotros somos los favoritos Directamente desde la calma suite ¿Me copia'? ¿capisce? No existe nada ya que me sorprenda Respeto solo al que se lo merezca Ya lo saben Este, al final del cuento Feliz Navidad y prospero año nuevo Para quienes lo merecen Y mamenme la cabeza- Para quienes lo merecen Miguel, El Joseador Y no me estén mandado a llamar con nadie Que yo no quiero grabar con ustede' No, por favor 
0	Encantamiento inútil, Encantamiento inútil, 12:60, Encantamiento inútil, no es el tiempo, Encantamiento inútil.  La torre ya cayo, revelaciones por televisión, sampleos, loops, edición, 12:60.  Me escurriré como agua de entre la retícula, mi corazón, una minúscula porción de la infinita vastedad de este mar de amor.  
0	Una noche mas de insomnio  mi mente volando  y perdiendose en la obscuridad   Pensando se pasan las horas  imagenes vienen y van  tormenta en mi alma pregunto  zcon quien estaras?   Y es por ti  que sigo esperando oh, oh  que sigo llorando oh, oh  y tu feliz   No, no puedo quedarme aqui  dejarte escapar asi  te pierdo y no puedo mas   No, no puedo quedarme aqui  de brazos cruzados si  te quiero y voy a luchar por ti   Te adueñaste de mi sueno  la noche testigo cercana de mi soledad  doy vueltas y no me acomodo  el día me ve amanecer  perdida entre humo y coraje voy a enloquecer  
0	Para entender a una mujer  hay que saberse desprender del egoísmo.  Hay que saber pedir perdón  sentir latir su corazón contigo mismo.  Hay que bañarse con su ternura cada mañana,  hacerla reina, cada semana.   Si a una mujer sientes amar  solo se puede caminar por dos senderos  el de mentir para ganar  o el de perder pero por algo verdadero.  Si el cielo es grande  es mas inmenso decir: mi cielo  cerrar los ojos, en pleno vuelo.   Porque no es lo mismo, no el saberse amado,  que amar y el amor nunca debe esperar  si se sabe llorar de a de veras.  Para el frío de un hombre  no hay como el calor de una mujer  si no alcanzas esto a comprender  mejor juega a querer, desde afuera. 
0	Ya esta cerrada con 3 candados Y remachada la puerta negra Porque tus padres estan celosos Y tienen miedo que yo te quiera...  Han de pensar que estando encerrada Vas a dejar pronto de quererme Pero la puerta ni 100 cadados Van a poder a mi detenerme...  Pero la puerta no es la culpable De que por dentro estes llorando Tu a mi me quieres y yo te quiero La puerta negra sale sobrando...  Diles por hay a tu padre y madre Que si ellos nunca el amor gozaron Y si se amaban tambien la puerta La puerta negra se la cerraron... 
0	Nos enamoramos Desde que nos vimos Fue todo tan lindo Romance divino como es el amor  Y ahora nos amamos Con tanto cariño Amantes, amigos Vivimos unidos en todo tú y yo  Solo quiero estar (contigo, solo contigo) Me gusta estar donde estas tú Me gusta vivir (contigo, solo contigo) Llenarme de tu juventud  Tus ojos mexicanos lindos Que solo amor se mira en ellos Yo sé que son, que son divinos Herencia de tus padres bellos  Me gusta que estés (conmigo, solo conmigo) Me gusta que estés donde estoy Me gusta ser tu amante y también tu amigo Llevarte por donde yo voy  Tienes unos ojos lindos tan hermosos Me encantan, que me encantan  Tienes unos ojos tan hermosos Que me están volviendo loco, loco Tienes unos ojos tan hermosos Que me están volviendo loco Loco, loco, loco, loco, loco, loco  Eres siempre el ángel de mi vida Siempre el ángel de mis sueños, sueños Eres siempre el ángel de mi vida Siempre el ángel de mis sueños Sueños, sueños, sueños, sueños, sueños  Tienes unos ojos lindos tan hermosos Me encantan, que me encantan Tienes unos ojos lindos tan hermosos Me encantan, que me encantan  Lindos Que solo amor se mira en ellos Yo sé que son, que son divinos Herencia de tus padres bellos  Y son lindos Que solo amor se mira en ellos Yo sé que son, que son divinos Herencia de tus padres bellos 
1	Everything Foreign, haha Real hasta la muerte, ¿oíste, lambebicho? Andamo' los diablo' con los draco', con los R y con las glopeta' bien endemoniao' Brr (Brr) La AA (Brr, ¿ah?)  Anuel, YOVNGCHIMI, Ñengo son la trinidad de Tito (Real G4 Life) 'Toy tan millonario que la ropa no repito (Repito) Fáltame el respeto y te damo' par de tirito' (Brr) Uste' le meten bien, pero al la'o mío se ven chiquito' (La AA) Si no hay cien millone', no vo'a firmar el contratito Y si me mama el bicho bien, le vo'a lamber hasta el culito (¡Jaja!) Vendiendo yerba lenta, oxi y también perico (Perico) Cuidándome de los indictment y de la Ley RICO (Ley RICO)  Cabrón, no hablo mucho porque los federale' siempre están escuchando (Escuchando) Tengo diez teléfono' porque las llamada' siempre están interceptando (-ceptando) Ya Juda' se murió, ahora to' el mundo es leal en la mesa en que estamo' cenando (Amén) Tus hermano' que terminaron siendo extraño' porque terminaron choteando (Brr) Grabando con el R, con tambor y la glopeta (-peta) Un par de asesinato', ahora to' el mundo nos respeta (A mí) Mi contable está loco, el cabrón me dice que se robaron to' mis millone' Pero se ríe y me dice: Mientras resolvemo' te entraron otros quince millone'. Si la baby se va, yo le tiro la Scorpion y vira pa'trá' (Uh) Yo tengo a Sub-Zero en el cuello, VVS en hielo, piedra' como el crack (VVS) Yo bajo a PR y me muevo arma'o, blinda'o en dosciento' Four Truck (Con el R encima) Ya yo ni lo digo, to' el mundo lo dice, cabrón, yo soy el dios del trap (Real hasta la muerte) Sube la ola del crimen, suben lo' asesinato' (Lo' asesinato') Cuida a los panas tuyo', que no jangueen en guerra porque te los mato (Porque te los mato) La .22 en la cintura, mandándote con el M4 (Brr) Lo partimo' en el expreso, móntate, que ya se murió hace rato (¡Jajaja!) Millonario, te cazo lowkey (Lowkey) Te ponemo' un GP en la Jeep (En la Jeep) En par de día' 'tán las camisa' con tu foto y abajo escrito RIP (Amén), brr Las fuleta' son de Austria (Austria), a mí el dinero no me cambia (¿Ah?) Me traiciona' y te muere' tú y los que la guerra te la financian (Te la financian) Fumando THC Mis Glocks al la'o de los número' toa' tienen la C, (Brr) Me esperan en el infierno, pero no pierdo la fe (Amén) Tú roncaba' con cojone' y te metiste al PDT (Canto 'e chota), brr Protección de testigo' (Testigo') Ante' era' mi amigo y ahora enemigo (Enemigo) Andamo' endemonia'o con tre' R de posicione', yo le digo: los Migos (Los Migos) No le temo a ningún hombre Siempre damo' el apodo, nunca damo' el nombre (Nunca damo' el nombre) Delincuente' que nos investigan con fugitivo' que en verda' ni se esconden (¿Ah?) Estamo' a torque, par de muerto' en la morgue (En la morgue) En la conferencia 'e Reebok con las corta' en Foot Locker (¡Jaja!) Tanto dinero que hace que tu hermano se te doble (Canto 'e puerco) Con lo que me robaste compraste par de mansione' (Real hasta la muerte, ¿oíste, lambebicho?)  Yo soy el caserío Torres de Sabana (¿Ah?) Tengo dos pistola', cabrón, pa' tus dos cara' (Brr) Y los federale' querían que yo choteara (La AA) Pero yo era un delincuente ante' de que yo cantara (Lambebicho) G27-J80 (Brr) Cuchillo' en la prisión, pero en la calle son .40 (G-27) Héctor El Father, me dijo que me arrepienta Y que no le tenga miedo al demonio que me atormenta (Amén) El que me dice que los mate, que el amor es desventaja (Que el amor es desventaja) Que les dé el tiro en la cara pa' que les cierren la caja (Pa' que les cierren la caja) Que no crea en lo' amigo' ni en las alta' ni en las baja' (¿Ah?) Que confiar en un cabrón es filo de doble navaja (Brr, brr) Ya las puta' me apestan (Me apestan) Están contigo cuando estás arriba y se olvidan cuando un cabrón te acuesta (Brr) Por eso es plomo o plata a las putas que se prestan (Que se prestan) Porque si el león se muere, las hiena' hacen fiesta (Las hiena' hacen fiesta) Les salí por La Marginal y le' empezamo' a andar (Brr, brr) Me respondieron, pero no pudieron maniobrar (Maniobrar) Los estrellé y me bajé prendiéndosela' pa'l cristal (¿Ah?) Les abrí la puerta, les ronqué y se las volví a aplicar (¿Viste, lambebicho?) Yo sé lo que es pelear con un tecato hasta por diez centavo' (Por diez centavo') Quiere comprarme droga, que le dé break sin los chavo' (Canto 'e hijueputa) Hasta que un día me moví con mi primer octavo (¿Ah?) Despué' el primer kilo y más nunca volví a ser esclavo (Brr) Es una enfermeda' como el SIDA (Como el SIDA) La puta calle es la pandemia que quita la vida (Real hasta la muerte) Por par de peso' y respeto se dividen familia' (¿Ah?) Por eso siempre me mantengo leyendo la Biblia, brr Y a Jehová que me perdone, en el fondo 'e mi corazón lo siento (Lo siento) Porque tengo un corazón negro y nunca está contento (Nunca está contento) Y en la factura de mi vida no va a haber descuento (No) Porque planeé arrepentirme en el último momento Yo tengo un palo en la mano, cabrón, como Moisés (Como Moisés) Siempre le hablo a Dios, pero si me escucha no sé (Si me escucha no sé) Llegaron los estatale', los de homicidio' y sargento' (¿Ah?) Recogieron los casquillo' y eran más de tresciento' (Brr) Cuando vengan los federale' no vaya' a chotear (No vaya' a chotear) Recuerda que el indictment algún día va a explotar (¿Ah?) Y no te cague' cuando el de'o empiece a cuestionar Que adentro 'e la prisión, cabrón, también te podemo' matar La muerte no perdona y lo único que nos separa de ella (Jajaja) Es tiempo o la .40 con el sistema de enfriamiento (De enfriamiento) La muerte es segura desde el momento del nacimiento (Amén) Aquí morimo' de gatillo y no vivimo' de los cuento' (Brr) Y el diablo me está hablando cada ve' que el R lo estoy disparando (Disparando) Cada ve' que to' esto' magazine' los estoy cambiando Cada ve' que veo que los tiro' te los estoy dando (Te los estoy dando en la cara) Cada ve' que me monto en un carro y te estamo' cazando, lambebicho (Brr) La corta en el sobaco, fumándome un Phillie mientra' empacamo' los aparato' (Los aparato') Los tiro' van pa'l casco y no confiamo' en el que mata por contrato Yo sí soy un 27, pregúntenle al liderato  Real hasta la muerte, ¿oíste, cabrón? Brr Mucha delincuencia, muchos draco', mucho R, mucha glopeta ¡Jaja! Mucho dinero, ¡brr! G27-J80 Anuel 
0	Él salió y dejó la casa vacía, se entregó al suave aire del desierto y entonces la vió:  La Luna Roja  sobre el Mar Negro Luna Roja  Primero león, luego cordero ruega a Dios poder volver del desierto desde que vió  La Luna Roja  sobre el Mar Negro Luna Roja  Cuídame, yo te cuidaré yo también pagué placeres ciegos, no quiero ver  La Luna Roja sobre el Mar Negro Luna Roja  Es peligrosa, es peligrosa Es peligrosa, es peligrosa y te hace mortal, y te hace mortal, y te hace mortal. 
0	Me voy lejos, pero siempre recordando Ese amor que yo amé tan profundo Era el único amor en el mundo Que siempre adoraba con loca pasión  Me voy lejos, me voy con la esperanza De volver a tus brazos, mi vida No me dejes el alma partida Yo juro quererte aunque lejos me voy  Tú que has sido la que yo quiero tanto No me pongas tan grandes quebrantos Ya no seas tan ingrata conmigo Apiádate un poco de mi corazón  Tu retrato lo llevo aquí guardado Cada vez que lo miro me acuerdo De ese amor que al marcharme lo pierdo Son tristes memorias que no olvidaré De ese amor que al marcharme lo pierdo Son tristes memorias que no olvidaré 
